Date,Price,Open,High,Low,Change %,200EMA,20EMA,toZone,kt_score,bs_score
10/01/2004,1.2414,1.2435,1.2441,1.2384,-0.14%,1.2115,1.2277,0.01964,15.617779468499222,49.555125287424175
09/30/2004,1.2432,1.233,1.2445,1.2311,0.81%,1.2112,1.2262,0.02144,15.924996089131959,0.0
09/29/2004,1.2332,1.2325,1.2344,1.2289,0.05%,1.2109,1.2244,0.01144,11.199446876061426,0.0
09/28/2004,1.2326,1.2299,1.2352,1.2281,0.19%,1.2106,1.2235,0.01084,14.414145635125209,0.0
09/27/2004,1.2303,1.2282,1.2316,1.2246,0.20%,1.2104,1.2225,0.00854,42.66218033453584,0.0
09/24/2004,1.2278,1.2268,1.2368,1.2239,0.08%,1.2102,1.2217,0.00604,51.714529067038285,0.0
09/23/2004,1.2268,1.2267,1.2337,1.2255,0.00%,1.21,1.2211,0.00504,17.674187828700262,409.5661487603992
09/22/2004,1.2268,1.2332,1.2334,1.2226,-0.51%,1.2099,1.2205,0.00504,20.293008588238177,41.01302845276348
09/21/2004,1.2331,1.2169,1.2349,1.2166,1.26%,1.2097,1.2198,0.01134,41.664030042873456,0.0
09/20/2004,1.2178,1.2173,1.218,1.2126,-0.17%,1.2095,1.2184,0.00396,11.901515915668062,0.0
09/17/2004,1.2199,1.2186,1.2228,1.2159,0.11%,1.2094,1.2185,0.00186,12.865769608654064,0.0
09/16/2004,1.2186,1.215,1.2201,1.212,0.29%,1.2093,1.2183,0.00316,14.956988940431371,26.675571726528283
09/15/2004,1.2151,1.2249,1.2264,1.2134,-0.79%,1.2092,1.2183,0.00666,14.798776050281324,0.0
09/14/2004,1.2248,1.2261,1.2298,1.2224,-0.08%,1.2091,1.2186,0.00304,14.521200893226624,0.0
09/13/2004,1.2258,1.2268,1.2288,1.2222,-0.03%,1.209,1.218,0.00404,20.737478005865448,7.841296939619899
09/10/2004,1.2262,1.2234,1.2313,1.2196,0.27%,1.2088,1.2172,0.00444,12.22747728776831,0.0
09/09/2004,1.2229,1.2186,1.2241,1.2159,0.37%,1.2086,1.2162,0.00114,32.83145189361382,0.0
09/08/2004,1.2184,1.2107,1.2194,1.2025,0.64%,1.2085,1.2155,0.00336,7.594505923179985,0.0
09/07/2004,1.2107,1.2065,1.2114,1.2053,0.39%,1.2084,1.2152,0.01106,8.052941176470583,0.02142857142856567
09/06/2004,1.206,1.2063,1.2083,1.2046,0.07%,1.2084,1.2157,0.01046,18.5770992366412,0.0
09/03/2004,1.2052,1.2172,1.2197,1.2041,-1.03%,1.2084,1.2167,0.00966,15.376000000000245,0.0
09/02/2004,1.2177,1.2194,1.2202,1.214,-0.17%,1.2084,1.2179,0.00406,15.23935625226598,1.5060069708122132
09/01/2004,1.2198,1.2182,1.2224,1.2144,0.08%,1.2083,1.2179,0.00196,16.702790674361673,0.0
08/31/2004,1.2188,1.2055,1.2197,1.2043,1.08%,1.2082,1.2177,0.00296,12.379971946087506,0.0
08/30/2004,1.2058,1.2014,1.2071,1.1987,0.42%,1.2081,1.2176,0.01026,18.133333333333507,21.827272727272078
08/27/2004,1.2008,1.2106,1.214,1.2004,-0.81%,1.2081,1.2188,0.00526,17.693272167256794,0.44996275142786674
08/26/2004,1.2106,1.2085,1.2123,1.2041,0.19%,1.2082,1.2207,0.01116,13.200000000000324,0.0047619047619037345
08/25/2004,1.2083,1.2084,1.2117,1.2051,0.00%,1.2082,1.2218,0.01276,16.001298701298936,0.0
08/24/2004,1.2083,1.2138,1.2172,1.2061,-0.42%,1.2082,1.2232,0.01276,18.902162162162078,0.0
08/23/2004,1.2134,1.2319,1.2319,1.2132,-1.45%,1.2082,1.2248,0.00836,15.684859737002725,0.0
08/20/2004,1.2312,1.2372,1.2385,1.2278,-0.44%,1.2081,1.226,0.00944,7.201371723770729,2.282044394779451
08/19/2004,1.2367,1.233,1.2381,1.2328,0.23%,1.2079,1.2254,0.01494,23.76107236554815,0.5295981634421026
08/18/2004,1.2339,1.2353,1.2368,1.2285,-0.15%,1.2076,1.2242,0.01214,18.29025694411557,0.0
08/17/2004,1.2357,1.2359,1.2392,1.2312,-0.03%,1.2073,1.2232,0.01394,21.379731632568177,0.0
08/16/2004,1.2361,1.238,1.2382,1.2315,-0.12%,1.2071,1.2219,0.01434,33.03678000402387,82.25728038927457
08/13/2004,1.2376,1.2251,1.2377,1.2173,1.03%,1.2068,1.2204,0.01584,21.31049055352936,0.0
08/12/2004,1.225,1.2219,1.2302,1.2212,0.18%,1.2065,1.2186,0.00324,11.616740188177808,0.0
08/11/2004,1.2228,1.2223,1.225,1.2194,0.02%,1.2063,1.2179,0.00104,20.476604493077456,40.49328525241432
08/10/2004,1.2226,1.2271,1.2322,1.2226,-0.37%,1.2061,1.2174,0.00084,10.520791926753999,0.0
08/09/2004,1.2271,1.2288,1.2292,1.2245,-0.07%,1.2059,1.2169,0.00534,26.729001268190203,277.04005746260555
08/06/2004,1.2279,1.2062,1.2294,1.2045,1.82%,1.2057,1.2158,0.00614,12.998155760139788,0.0
08/05/2004,1.206,1.205,1.2075,1.2018,0.07%,1.2055,1.2145,0.01046,44.550000000000594,0.0
08/04/2004,1.2052,1.2047,1.2069,1.197,0.00%,1.2055,1.2154,0.00966,13.954716981131668,0.0
08/03/2004,1.2052,1.2024,1.2077,1.1991,0.24%,1.2055,1.2165,0.00966,11.716071428571315,8.2285714285715
08/02/2004,1.2023,1.2071,1.2096,1.2015,0.02%,1.2055,1.2177,0.00676,40.889189189188635,0.0
07/30/2004,1.202,1.2038,1.2124,1.2001,-0.14%,1.2055,1.2193,0.00646,18.770409394101947,0.0
07/29/2004,1.2037,1.2052,1.2098,1.1991,-0.15%,1.2056,1.2212,0.00816,26.896000000000473,0.0
07/28/2004,1.2055,1.2059,1.208,1.1998,-0.01%,1.2056,1.223,0.00996,22.09203539823045,0.0
07/27/2004,1.2056,1.2146,1.2191,1.2033,-0.75%,1.2056,1.2248,0.01006,12.326666666666943,1.8677777777777924
07/26/2004,1.2147,1.2106,1.2173,1.2087,0.44%,1.2056,1.2269,0.00706,19.71503124308763,62.43384530726551
07/23/2004,1.2094,1.2254,1.2268,1.2086,-1.29%,1.2055,1.2281,0.01236,15.08928571428595,0.0
07/22/2004,1.2252,1.2259,1.2296,1.2231,-0.15%,1.2055,1.2301,0.00344,24.348086449013483,0.0
07/21/2004,1.227,1.2332,1.2354,1.2211,-0.48%,1.2053,1.2306,0.00524,19.50797934124305,0.0
07/20/2004,1.2329,1.2441,1.2457,1.2299,-0.92%,1.205,1.231,0.01114,21.379738391621846,0.0
07/19/2004,1.2443,1.2443,1.2464,1.2397,-0.08%,1.2048,1.2308,0.02254,17.199104525295315,0.0
07/16/2004,1.2453,1.2356,1.2462,1.2327,0.78%,1.2044,1.2294,0.02354,12.47462106535336,0.5451344212115542
07/15/2004,1.2357,1.238,1.2393,1.2326,-0.22%,1.2039,1.2277,0.01394,17.020000151024295,9.60674113479002
07/14/2004,1.2384,1.2337,1.2424,1.2318,0.41%,1.2036,1.2269,0.01664,16.24904910269213,12.941454360323585
07/13/2004,1.2333,1.2411,1.2413,1.2299,-0.64%,1.2033,1.2257,0.01154,12.036333416438625,0.0012823709158784821
07/12/2004,1.2413,1.2412,1.2439,1.2382,-0.02%,1.203,1.2249,0.01954,9.226596254462462,0.0
07/09/2004,1.2415,1.239,1.2424,1.2368,0.21%,1.2026,1.2231,0.01974,11.339484687937778,0.0
07/08/2004,1.2389,1.2367,1.2409,1.234,0.12%,1.2022,1.2212,0.01714,13.878714024288874,0.0
07/07/2004,1.2374,1.2286,1.2391,1.2272,0.70%,1.2018,1.2193,0.01564,19.8325480529217,0.0
07/06/2004,1.2288,1.2285,1.2333,1.2264,-0.02%,1.2015,1.2174,0.00704,9.077265917602988,48.121315022894
07/05/2004,1.2291,1.2329,1.2339,1.2273,-0.28%,1.2012,1.2162,0.00734,20.00268228880972,74.29223408170661
07/02/2004,1.2326,1.2158,1.2331,1.2145,1.36%,1.2009,1.2149,0.01084,12.892350302490092,0.43382017058639494
07/01/2004,1.2161,1.2188,1.2207,1.213,-0.21%,1.2006,1.213,0.00566,16.160722077985426,44.82228021791247
06/30/2004,1.2187,1.2077,1.2205,1.2064,0.89%,1.2004,1.2127,0.00306,13.707282148640322,9.831908151828202
06/29/2004,1.2079,1.2183,1.2193,1.2068,-0.89%,1.2003,1.212,0.01236,20.845596203288725,0.1625135382820609
06/28/2004,1.2187,1.2174,1.2231,1.2122,0.11%,1.2002,1.2125,0.00306,48.03657485657162,0.12305641367463042
06/25/2004,1.2174,1.2178,1.2188,1.2106,-0.01%,1.2,1.2118,0.00436,23.688157894737074,160.02666666668458
06/24/2004,1.2175,1.2095,1.219,1.204,0.69%,1.1998,1.2112,0.00426,33.50210676138322,0.6611397732955306
06/23/2004,1.2091,1.2114,1.2194,1.2062,-0.18%,1.1996,1.2106,0.01266,22.92631578947465,0.0
06/22/2004,1.2113,1.2114,1.2132,1.2066,-0.01%,1.1996,1.2107,0.01046,15.360625047058871,0.0
06/21/2004,1.2114,1.2143,1.2145,1.2076,-0.23%,1.1994,1.2107,0.01036,28.83668977345795,33.79936951234365
06/18/2004,1.2142,1.2043,1.2148,1.1974,0.83%,1.1993,1.2106,0.00756,15.183047627455956,0.0
06/17/2004,1.2042,1.2008,1.2079,1.1991,0.25%,1.1992,1.2102,0.00866,22.945938434847793,66.17095220343184
06/16/2004,1.2012,1.2162,1.2171,1.198,-1.23%,1.1991,1.2109,0.00566,17.93771929824544,7.349999999999984
06/15/2004,1.2161,1.2056,1.217,1.2027,0.89%,1.1991,1.2119,0.00566,18.0415447724409,0.0
06/14/2004,1.2054,1.1984,1.2088,1.1953,0.37%,1.1989,1.2114,0.00986,21.877570093458342,15.451428571428208
06/11/2004,1.2009,1.2113,1.2116,1.1963,-0.81%,1.1989,1.2121,0.00536,11.81637013416153,4.3167061793825905
06/10/2004,1.2107,1.204,1.2118,1.2022,0.54%,1.1988,1.2132,0.01106,25.61266150305771,70.925426421445
06/09/2004,1.2042,1.226,1.2276,1.2037,-1.79%,1.1987,1.2135,0.00866,14.78421052631615,0.0
06/08/2004,1.2262,1.2323,1.2353,1.2247,-0.46%,1.1987,1.2145,0.00444,8.890367033421908,0.6559018171324964
06/07/2004,1.2319,1.2299,1.2341,1.2292,0.43%,1.1984,1.2133,0.01014,30.486362769407016,0.0
06/04/2004,1.2266,1.2216,1.23,1.214,0.38%,1.198,1.2113,0.00484,15.682617696160307,0.0
06/03/2004,1.2219,1.2209,1.2254,1.217,0.07%,1.1978,1.2097,0.00014,26.83801333145836,12.246931875104563
06/02/2004,1.221,1.2245,1.2308,1.2207,-0.31%,1.1975,1.2084,0.00076,15.489006211499964,10.984691440502285
06/01/2004,1.2248,1.2186,1.2267,1.2155,0.51%,1.1973,1.2071,0.00304,7.74159444958032,4.360197541242
05/31/2004,1.2186,1.2238,1.2244,1.2177,-0.23%,1.197,1.2052,0.00316,14.20197450147132,0.0
05/28/2004,1.2214,1.2268,1.2298,1.2199,-0.45%,1.1968,1.2038,0.00036,23.32241615737194,44.50189316572753
05/27/2004,1.2269,1.2114,1.2289,1.2087,1.28%,1.1965,1.2019,0.00514,12.442593755596246,0.0
05/26/2004,1.2114,1.2099,1.2145,1.2079,0.13%,1.1962,1.1993,0.01036,18.6795193789343,0.0
05/25/2004,1.2098,1.201,1.2131,1.1987,0.79%,1.1961,1.1981,0.01196,22.660198637023814,0.0
05/24/2004,1.2003,1.1987,1.2026,1.1932,0.05%,1.1959,1.1968,0.00476,31.304347826087437,0.0
05/21/2004,1.1997,1.1964,1.2071,1.1951,0.28%,1.1959,1.1964,0.00416,29.194736842104668,9.166666666666645
05/20/2004,1.1963,1.2018,1.202,1.1891,-0.42%,1.1959,1.1961,0.00076,15.429870129869792,6.765454545454458
05/19/2004,1.2014,1.1953,1.2046,1.1937,0.49%,1.1959,1.1961,0.00586,14.142864907481341,5.706080200247056
05/18/2004,1.1955,1.2014,1.2039,1.193,-0.56%,1.1958,1.1955,4e-05,23.788435374149607,29.53220338982988
05/17/2004,1.2022,1.189,1.2062,1.1875,1.19%,1.1958,1.1955,0.00666,16.539160766386214,0.0
05/14/2004,1.1881,1.1812,1.1902,1.178,0.52%,1.1957,1.1948,0.00744,22.855231245295485,11.224127034919116
05/13/2004,1.182,1.1908,1.1932,1.1772,-0.66%,1.1958,1.1955,0.00736,18.062722014613197,1.391812632091131
05/12/2004,1.1899,1.1864,1.1942,1.1832,0.19%,1.196,1.197,0.00564,16.839682539682535,0.0
05/11/2004,1.1877,1.1829,1.1892,1.1789,0.34%,1.196,1.1977,0.00784,12.377912339376678,3.3336120401338443
05/10/2004,1.1837,1.1877,1.1894,1.181,-0.40%,1.1961,1.1988,0.00906,34.936766799791535,0.0
05/07/2004,1.1885,1.2071,1.2137,1.1876,-1.59%,1.1962,1.2003,0.00704,13.260115877148522,0.0
05/06/2004,1.2077,1.2166,1.2175,1.2061,-0.69%,1.1963,1.2016,0.01216,10.85447720214249,3.6508669521287005
05/05/2004,1.2161,1.2104,1.218,1.2096,0.41%,1.1962,1.2009,0.00566,20.597856713858036,0.0
05/04/2004,1.2111,1.1939,1.2118,1.1926,1.50%,1.196,1.1993,0.01066,9.276913382773637,2.3071722602473015
05/03/2004,1.1932,1.1995,1.2001,1.1921,-0.42%,1.1958,1.1981,0.00234,18.79842783074152,0.3571129907054876
04/30/2004,1.1982,1.1967,1.2014,1.192,0.13%,1.1959,1.1986,0.00266,24.090984884630632,0.0
04/29/2004,1.1966,1.1848,1.1984,1.1803,1.06%,1.1958,1.1987,0.00106,16.874999999999947,6.712711864406958
04/28/2004,1.184,1.1929,1.1956,1.1821,-0.74%,1.1958,1.1989,0.00936,15.29853976095813,5.823744904920098
04/27/2004,1.1928,1.1856,1.1947,1.1829,0.59%,1.196,1.2005,0.00274,19.778481012658744,0.0
04/26/2004,1.1858,1.1808,1.1887,1.1762,0.10%,1.196,1.2013,0.00974,21.607193227425196,7.688642809364671
04/23/2004,1.1846,1.1908,1.1946,1.1799,-0.55%,1.1961,1.2029,0.00996,21.99944263300199,8.831519643141482
04/22/2004,1.1911,1.1837,1.1915,1.1784,0.56%,1.1962,1.2048,0.00444,27.204838184164153,0.1351464321703101
04/21/2004,1.1845,1.1855,1.1919,1.1816,-0.12%,1.1963,1.2062,0.00986,18.887309946409005,0.0
04/20/2004,1.1859,1.2004,1.2012,1.1842,-1.26%,1.1964,1.2085,0.00964,67.60565028417716,0.0
04/19/2004,1.201,1.2012,1.2081,1.2003,0.07%,1.1965,1.2109,0.00546,22.403261132005643,26.452210614293875
04/16/2004,1.2001,1.1978,1.205,1.1923,0.14%,1.1964,1.212,0.00456,26.156410256410147,0.0
04/15/2004,1.1984,1.1957,1.1996,1.1895,0.18%,1.1964,1.2132,0.00286,40.333333333334046,0.0
04/14/2004,1.1963,1.1946,1.1976,1.1866,0.15%,1.1964,1.2148,0.00076,23.218115942028998,104.05294117648346
04/13/2004,1.1945,1.2078,1.2083,1.1904,-1.13%,1.1964,1.2167,0.00104,12.63684210526258,0.0
04/12/2004,1.2081,1.2085,1.21,1.2051,-0.04%,1.1964,1.2191,0.01256,12.767114601380412,0.225018806419233
04/09/2004,1.2086,1.2083,1.2117,1.2064,0.04%,1.1963,1.2202,0.01306,23.591010293433747,282.1097495054565
04/08/2004,1.2081,1.2173,1.2223,1.2059,-0.76%,1.1962,1.2214,0.01256,32.180741914613726,2.104699664880757
04/07/2004,1.2174,1.213,1.2199,1.205,0.50%,1.196,1.2228,0.00436,18.053018394648866,0.0
04/06/2004,1.2113,1.2006,1.2134,1.1982,0.82%,1.1958,1.2234,0.01046,18.884337710723447,9.159047085359411
04/05/2004,1.2014,1.2113,1.213,1.1982,-1.02%,1.1957,1.2247,0.00586,31.35177436662181,0.0
04/02/2004,1.2138,1.2365,1.2374,1.2102,-1.80%,1.1956,1.2271,0.00796,25.42662107552244,0.9323145218222828
04/01/2004,1.2361,1.2315,1.2391,1.2252,0.37%,1.1954,1.2285,0.01434,17.060955886453517,0.0
03/31/2004,1.2315,1.2166,1.2325,1.2165,1.21%,1.195,1.2277,0.00974,37.634457297562676,0.0
03/30/2004,1.2168,1.2158,1.2231,1.2151,0.07%,1.1946,1.2273,0.00496,33.081093066948114,0.0
03/29/2004,1.2159,1.2127,1.2172,1.205,0.21%,1.1944,1.2285,0.00586,31.05886088203302,0.028120290522431046
03/26/2004,1.2133,1.2136,1.2213,1.2072,0.03%,1.1942,1.2298,0.00846,33.041524229855035,0.0
03/25/2004,1.2129,1.2131,1.2203,1.2097,0.00%,1.194,1.2315,0.00886,28.894700490218906,0.0
03/24/2004,1.2129,1.2336,1.2369,1.2118,-1.62%,1.1938,1.2335,0.00886,26.756862838954593,0.0
03/23/2004,1.2329,1.2334,1.2371,1.2265,-0.06%,1.1936,1.2356,0.01114,28.728088695263455,48.03609249330536
03/22/2004,1.2336,1.2287,1.2403,1.2222,0.52%,1.1932,1.2359,0.01184,17.960643647334738,26.513557779798457
03/19/2004,1.2272,1.2386,1.2408,1.2254,-0.95%,1.1928,1.2362,0.00544,27.437803290330173,21.07986184651816
03/18/2004,1.239,1.2235,1.2436,1.222,1.25%,1.1925,1.2371,0.01724,23.677848186385077,0.7454937445053359
03/17/2004,1.2237,1.2271,1.229,1.2178,-0.23%,1.192,1.2369,0.00194,64.70440089100006,0.0
03/16/2004,1.2265,1.2266,1.2374,1.2237,-0.03%,1.1917,1.2383,0.00474,21.505695877970393,640.1611143744947
03/15/2004,1.2269,1.2189,1.232,1.2188,0.43%,1.1914,1.2396,0.00514,25.998534721769197,23.797007722007823
03/12/2004,1.2217,1.2355,1.2374,1.2172,-1.14%,1.191,1.2409,6e-05,32.021397145256266,10.4374110174132
03/11/2004,1.2358,1.2238,1.2358,1.2162,0.96%,1.1907,1.2429,0.01404,21.24629175775544,5.331093754374181
03/10/2004,1.2241,1.2321,1.234,1.2195,-0.63%,1.1902,1.2437,0.00234,27.054542590244587,0.0
03/09/2004,1.2319,1.2406,1.2463,1.2274,-0.69%,1.1899,1.2457,0.01014,22.0763842803356,0.33229557588633146
03/08/2004,1.2404,1.2387,1.2416,1.2336,0.23%,1.1895,1.2472,0.01864,33.194456860566355,0.0
03/05/2004,1.2376,1.2198,1.2433,1.2174,1.47%,1.189,1.2479,0.01584,25.679544259882192,0.05615615048051594
03/04/2004,1.2197,1.2207,1.2245,1.2134,-0.09%,1.1885,1.249,0.00206,154.977998410711,0.0
03/03/2004,1.2208,1.222,1.2226,1.2059,-0.12%,1.1882,1.252,0.00096,30.405374032234654,0.0
03/02/2004,1.2223,1.2465,1.247,1.2196,-1.78%,1.1878,1.2553,0.00054,22.20931459892006,0.0
03/01/2004,1.2445,1.2489,1.2544,1.2422,-0.36%,1.1875,1.2588,0.02274,26.081226783625517,6.148559617225158
02/27/2004,1.249,1.2438,1.251,1.2373,0.44%,1.1869,1.2603,0.02724,22.23684521473264,7.628833839931874
02/26/2004,1.2435,1.2498,1.2517,1.2382,-0.49%,1.1863,1.2615,0.02174,26.284318388908083,0.0
02/25/2004,1.2496,1.2685,1.271,1.2475,-1.50%,1.1857,1.2634,0.02784,23.587246277635675,8.809217380128995
02/24/2004,1.2686,1.2557,1.2715,1.2522,1.05%,1.1851,1.2649,0.04684,24.466240705817565,0.0
02/23/2004,1.2554,1.251,1.2596,1.2451,0.18%,1.1842,1.2645,0.03364,34.01139026867419,73.59283597672092
02/20/2004,1.2532,1.2712,1.2766,1.2493,-1.42%,1.1835,1.2654,0.03144,17.21244728655363,0.18010646387833157
02/19/2004,1.2713,1.2695,1.2739,1.2652,0.28%,1.1828,1.2667,0.04954,39.37542158323338,154.82099490850015
02/18/2004,1.2677,1.2844,1.2929,1.2659,-1.25%,1.1819,1.2662,0.04594,18.962450192362326,2.6101487861067465
02/17/2004,1.2837,1.2771,1.2879,1.2752,0.48%,1.1811,1.2661,0.06194,14.836304715942052,0.0
02/16/2004,1.2776,1.2752,1.2792,1.2715,0.28%,1.18,1.2642,0.05584,35.190530582167085,18.68990077683436
02/13/2004,1.274,1.2807,1.2895,1.2715,-0.48%,1.1791,1.2628,0.05224,8.72895428716821,0.0
02/12/2004,1.2802,1.2829,1.2847,1.2785,-0.23%,1.1781,1.2616,0.05844,22.12846421948058,92.53774093251258
02/11/2004,1.2831,1.2673,1.2838,1.2647,1.07%,1.1771,1.2597,0.06134,80.59128366323561,0.0
02/10/2004,1.2695,1.2695,1.279,1.268,0.03%,1.176,1.2572,0.04774,29.402768003753515,0.0
02/09/2004,1.2691,1.2612,1.2764,1.2604,-0.10%,1.1751,1.2559,0.04734,26.341937932403777,0.0
02/06/2004,1.2704,1.2551,1.2725,1.2511,1.31%,1.1741,1.2545,0.04864,73.22803491139902,0.0
02/05/2004,1.254,1.2538,1.2639,1.2521,0.05%,1.1732,1.2529,0.03224,17.889575226024874,0.7993862938969457
02/04/2004,1.2534,1.2538,1.2563,1.2491,0.02%,1.1723,1.2527,0.03164,29.484176037673983,281.0916915465721
02/03/2004,1.2532,1.2426,1.2601,1.2416,0.83%,1.1715,1.2527,0.03144,16.28908208366722,1.743148438947133
02/02/2004,1.2429,1.2472,1.2488,1.239,-0.32%,1.1707,1.2526,0.02114,26.660931921072645,6.785450167956871
01/30/2004,1.2469,1.2415,1.2495,1.2349,0.45%,1.17,1.2536,0.02514,24.34767108753329,8.557107945552422
01/29/2004,1.2413,1.2481,1.2529,1.2361,-0.54%,1.1692,1.2543,0.01954,22.458456180544065,0.0
01/28/2004,1.2481,1.2642,1.2664,1.2464,-1.27%,1.1685,1.2557,0.02634,25.333999429467877,18.6021680393988
01/27/2004,1.2641,1.2468,1.2654,1.2437,1.34%,1.1677,1.2565,0.04234,20.8734133618299,5.775396622281517
01/26/2004,1.2474,1.2574,1.2614,1.2459,-0.91%,1.1667,1.2557,0.02564,30.061129855749332,0.0
01/23/2004,1.2588,1.2715,1.2778,1.2567,-0.98%,1.1659,1.2566,0.03704,18.66335973163327,5.170129662259711
01/22/2004,1.2712,1.2631,1.2754,1.2631,0.66%,1.165,1.2564,0.04944,19.75980605204593,0.0
01/21/2004,1.2629,1.2578,1.2675,1.255,0.39%,1.1639,1.2548,0.04114,27.727836973779187,0.0
01/20/2004,1.258,1.2355,1.2599,1.2342,1.80%,1.1629,1.2539,0.03624,29.161109117812074,0.007104996130362191
01/19/2004,1.2357,1.2361,1.2424,1.2332,-0.24%,1.1619,1.2535,0.01394,30.0018478587026,0.0
01/16/2004,1.2387,1.2576,1.2609,1.2351,-1.52%,1.1612,1.2554,0.01694,15.101216864671178,0.0
01/15/2004,1.2578,1.2647,1.2675,1.2561,-0.52%,1.1604,1.2571,0.03604,18.307657644807108,0.0
01/14/2004,1.2644,1.2773,1.2791,1.2628,-0.96%,1.1594,1.2571,0.04264,16.823589003716577,0.11172418773139904
01/13/2004,1.2767,1.2755,1.2799,1.2713,0.17%,1.1584,1.2563,0.05494,24.501619195162135,86.61018646409771
01/12/2004,1.2745,1.2847,1.2901,1.2736,-0.67%,1.1572,1.2541,0.05274,25.830329366451036,5.087623269148483
01/09/2004,1.2831,1.2759,1.2871,1.2701,0.53%,1.156,1.252,0.06134,32.59728333333357,0.0
01/08/2004,1.2763,1.2632,1.2782,1.2561,0.98%,1.1547,1.2487,0.05454,12.530963886723537,6.7380285153873265
01/07/2004,1.2639,1.2733,1.2745,1.2633,-0.72%,1.1535,1.2458,0.04214,33.550065019506775,4.780085954864333
01/06/2004,1.2731,1.2664,1.2814,1.2664,0.54%,1.1524,1.2439,0.05134,16.433502783404325,0.0
01/05/2004,1.2662,1.2584,1.2697,1.2583,0.60%,1.1512,1.2409,0.04444,18.546324080308064,0.0
01/02/2004,1.2587,1.2543,1.2632,1.2523,0.39%,1.1501,1.2382,0.03694,29.57302147639365,0.3269597110132026
01/01/2004,1.2538,1.255,1.2624,1.2475,-0.40%,1.149,1.236,0.03204,24.672409761348455,14.021744270381538
12/31/2003,1.2588,1.2547,1.2649,1.2512,0.29%,1.1479,1.2342,0.03704,10.35855731788932,0.0
12/30/2003,1.2551,1.2486,1.2565,1.2478,0.54%,1.1468,1.2316,0.03334,13.112833943235204,0.0
12/29/2003,1.2484,1.2434,1.2513,1.2425,0.43%,1.1457,1.2291,0.02664,7.047176980594328,1.2489089639521425
12/26/2003,1.243,1.2455,1.2471,1.2425,-0.16%,1.1447,1.2271,0.02124,6.044714772428334,0.00400349436535288
12/25/2003,1.245,1.2449,1.2464,1.2442,-0.03%,1.1437,1.2254,0.02324,10.573005412540528,0.0
12/24/2003,1.2454,1.2401,1.2473,1.2392,0.53%,1.1427,1.2233,0.02364,15.393500773021593,0.18849761653552044
12/23/2003,1.2388,1.2398,1.2429,1.2386,-0.02%,1.1416,1.221,0.01704,18.875847900283425,0.0
12/22/2003,1.2391,1.2403,1.245,1.2349,0.13%,1.1407,1.2191,0.01734,14.672173197249021,0.0
12/19/2003,1.2375,1.2423,1.2434,1.2341,-0.48%,1.1397,1.217,0.01574,23.540637009740045,1.2010529086601527
12/18/2003,1.2435,1.2411,1.2441,1.2357,0.26%,1.1387,1.2148,0.02174,17.177577764116673,0.0
12/17/2003,1.2403,1.2324,1.2424,1.2293,0.65%,1.1376,1.2118,0.01854,17.241352504127764,0.0
12/16/2003,1.2323,1.2308,1.2363,1.23,0.17%,1.1366,1.2088,0.01054,22.088107534097833,0.0
12/15/2003,1.2302,1.2142,1.2325,1.213,0.11%,1.1356,1.2064,0.00844,12.490093342726116,0.0
12/12/2003,1.2288,1.2221,1.2308,1.2208,0.65%,1.1347,1.2038,0.00704,56.74996915484395,0.2520165103800989
12/11/2003,1.2209,1.2222,1.2237,1.2111,-0.11%,1.1337,1.2012,0.00086,29.923322846529516,0.0
12/10/2003,1.2223,1.226,1.2268,1.2152,-0.33%,1.1329,1.1992,0.00054,14.426451584429596,5.723462150472267
12/09/2003,1.2263,1.2217,1.2277,1.2184,0.34%,1.132,1.1967,0.00454,11.74950069135033,0.0
12/08/2003,1.2222,1.2172,1.2241,1.2151,0.48%,1.131,1.1936,0.00044,14.420940108892932,0.0
12/05/2003,1.2164,1.2085,1.218,1.2063,0.61%,1.1301,1.1906,0.00536,23.763837751949655,0.4565981054661955
12/04/2003,1.209,1.2109,1.2159,1.2031,-0.12%,1.1292,1.1879,0.01276,10.941023647218918,2.7861830452858083
12/03/2003,1.2104,1.2081,1.213,1.2063,0.14%,1.1284,1.1856,0.01136,19.174088394663332,0.0
12/02/2003,1.2087,1.1974,1.2093,1.1942,1.03%,1.1276,1.183,0.01306,28.60219315360018,0.17332826866994488
12/01/2003,1.1964,1.1978,1.2045,1.1938,-0.25%,1.1268,1.1803,0.00086,14.741877902762962,52.86139002991709
11/28/2003,1.1994,1.1908,1.2017,1.1898,0.73%,1.1261,1.1787,0.00386,8.786539527716918,1.1167472424894358
11/27/2003,1.1907,1.1938,1.1944,1.1887,-0.29%,1.1254,1.1765,0.00484,19.54934727814943,79.5623603363978
11/26/2003,1.1942,1.1785,1.1949,1.177,1.32%,1.1247,1.175,0.00134,13.59456393758812,0.0
11/25/2003,1.1786,1.1767,1.182,1.1753,0.15%,1.124,1.1729,0.00396,17.72054596678537,104.59029546731527
11/24/2003,1.1768,1.1909,1.1918,1.1755,-1.22%,1.1235,1.1723,0.00216,21.39323704333123,0.011353577820069651
11/21/2003,1.1913,1.1909,1.1942,1.1858,0.00%,1.1229,1.1719,0.00424,24.487225487576886,0.0
11/20/2003,1.1913,1.1879,1.1972,1.1873,0.24%,1.1222,1.1698,0.00424,11.49920558780797,21.236744787025916
11/19/2003,1.1885,1.197,1.198,1.1876,-0.64%,1.1215,1.1676,0.00704,24.07954227968498,54.411447378771314
