Date,Price,Open,High,Low,Change %,200EMA,20EMA,toZone,kt_score,bs_score
11/18/2003,1.1961,1.1746,1.1962,1.1734,1.81%,1.1209,1.1654,0.00056,25.18856714964106,0.706936950581665
11/17/2003,1.1748,1.1787,1.185,1.1726,-0.27%,1.1201,1.1621,0.00016,11.261637353807451,7.205779245900259
11/14/2003,1.178,1.1727,1.1804,1.1726,0.44%,1.1196,1.1608,0.00336,12.413146137764633,0.0
11/13/2003,1.1728,1.1631,1.1739,1.1627,0.78%,1.119,1.159,0.00184,18.66347225607255,0.0
11/12/2003,1.1637,1.1515,1.1662,1.1505,1.11%,1.1184,1.1575,0.00171,12.540076622778093,0.0
11/11/2003,1.1509,1.1473,1.1532,1.1446,0.22%,1.118,1.1569,0.00584,12.597991055455749,1.4689187040349234
11/10/2003,1.1484,1.1507,1.1538,1.1467,-0.44%,1.1176,1.1575,0.00334,21.22674904871364,65.79591788304197
11/07/2003,1.1535,1.1412,1.1545,1.1377,1.08%,1.1173,1.1585,0.00844,12.611506462197381,0.4681669442667599
11/06/2003,1.1412,1.1436,1.1466,1.1389,-0.24%,1.117,1.159,0.00386,12.910133094598377,0.0
11/05/2003,1.144,1.1495,1.15,1.1412,-0.55%,1.1167,1.1609,0.00106,15.004029730455882,3.0571847244722234
11/04/2003,1.1503,1.1462,1.1516,1.1426,0.34%,1.1164,1.1627,0.00524,24.2461143902392,33.37883287745358
11/03/2003,1.1464,1.1581,1.1621,1.1429,-1.04%,1.1161,1.164,0.00134,14.771413093670493,0.0
10/31/2003,1.1584,1.1628,1.1661,1.1563,-0.39%,1.1158,1.1658,0.00359,45.98588968837257,0.0
10/30/2003,1.1629,1.1662,1.1759,1.162,-0.31%,1.1154,1.1666,0.00091,76.84553702704942,0.0
10/29/2003,1.1665,1.1666,1.1723,1.1661,0.00%,1.1149,1.167,0.00451,10.498892381630016,0.0
10/28/2003,1.1665,1.1745,1.1751,1.1656,-0.70%,1.1144,1.167,0.00451,11.515420739227746,0.0
10/27/2003,1.1747,1.1776,1.1786,1.1719,-0.31%,1.1139,1.1671,6e-05,26.66101285772692,0.0
10/24/2003,1.1783,1.1798,1.186,1.1762,-0.33%,1.1132,1.1663,0.00366,4.466556804242774,4.168912444603808
10/23/2003,1.1822,1.1797,1.1829,1.1793,0.14%,1.1126,1.165,0.00756,20.658607214719346,0.0
10/22/2003,1.1806,1.1671,1.183,1.1651,1.16%,1.1119,1.1632,0.00596,13.438806956151707,0.0
10/21/2003,1.1671,1.1625,1.1702,1.1616,0.34%,1.1112,1.1614,0.00511,14.765615550755696,14.255342050896978
10/20/2003,1.1631,1.1712,1.1716,1.1604,-0.45%,1.1106,1.1608,0.00111,21.407386229125862,9.134974977378834
10/17/2003,1.1684,1.1598,1.1687,1.1549,0.77%,1.1101,1.1606,0.00624,34.5121056315094,0.6147838137355872
10/16/2003,1.1595,1.1618,1.17,1.1566,-0.31%,1.1095,1.1597,0.00249,21.699030536426555,0.0
10/15/2003,1.1631,1.1738,1.1752,1.159,-0.92%,1.109,1.1598,0.00111,62.47279643823169,0.5843755003665632
10/14/2003,1.1739,1.1714,1.177,1.1583,0.26%,1.1085,1.1594,0.00074,25.15232186291999,40.77823292738019
10/13/2003,1.1709,1.181,1.1816,1.1652,-0.76%,1.1078,1.1579,0.00374,23.183313077093732,2.7826944492606307
10/10/2003,1.1799,1.1746,1.1852,1.1702,0.47%,1.1072,1.1565,0.00526,26.046709088259544,11.179719878121698
10/09/2003,1.1744,1.1821,1.1863,1.1687,-0.58%,1.1065,1.1541,0.00024,12.103701680154112,2.0792366241982676
10/08/2003,1.1812,1.1772,1.1841,1.1768,0.37%,1.1058,1.1519,0.00656,19.1528003858442,0.0
10/07/2003,1.1769,1.1719,1.1815,1.17,0.50%,1.105,1.1488,0.00226,24.428710437206043,0.0
10/06/2003,1.1711,1.1574,1.1725,1.1533,1.14%,1.1043,1.1459,0.00354,22.39791448854213,8.04234409484911
10/03/2003,1.1579,1.1684,1.1724,1.1552,-0.97%,1.1036,1.1432,0.00409,17.46414288531657,0.0
10/02/2003,1.1693,1.173,1.1771,1.1662,-0.20%,1.1031,1.1417,0.00534,11.415690225114757,7.886082220376612
10/01/2003,1.1716,1.1662,1.1733,1.1643,0.48%,1.1024,1.1388,0.00304,31.653451195302257,0.0
09/30/2003,1.166,1.1596,1.1739,1.1573,0.58%,1.1017,1.1353,0.00401,30.35054807973536,0.0
09/29/2003,1.1593,1.146,1.1604,1.1395,1.04%,1.1011,1.1321,0.00269,13.262395284966127,0.018786749818871327
09/26/2003,1.1474,1.1479,1.1503,1.1441,-0.11%,1.1005,1.1292,0.00234,21.323640769346493,0.0
09/25/2003,1.1487,1.1487,1.1537,1.1457,-0.07%,1.1,1.1273,0.00364,8.9429919786098,0.0
09/24/2003,1.1495,1.1435,1.1505,1.1427,0.42%,1.0995,1.1251,0.00444,34.58026739426843,0.5397544338335746
09/23/2003,1.1447,1.1465,1.1533,1.144,-0.17%,1.099,1.1225,0.00036,15.61884148539852,2.006285512081691
09/22/2003,1.1467,1.1448,1.1505,1.1414,0.76%,1.0986,1.1202,0.00164,15.232643884424672,0.0
09/19/2003,1.1381,1.1244,1.1384,1.1238,1.18%,1.0981,1.1174,0.00696,25.25395539664192,1.053630657333165
09/18/2003,1.1248,1.1286,1.1349,1.1229,-0.35%,1.0977,1.1152,0.0049,20.788122562999806,34.81214309345394
09/17/2003,1.1287,1.1172,1.1303,1.1138,0.97%,1.0974,1.1142,0.001,20.751356829209673,9.767763805358369
09/16/2003,1.1179,1.1285,1.132,1.1157,-0.97%,1.0971,1.1127,0.00099,12.345107230750822,0.2726912116506193
09/15/2003,1.1288,1.1271,1.1313,1.1241,-0.03%,1.0969,1.1121,0.0009,29.667461367475788,0.0
09/12/2003,1.1291,1.1204,1.1327,1.1136,0.73%,1.0966,1.1103,0.0006,27.552908991427632,0.0
09/11/2003,1.1209,1.1206,1.1277,1.1155,-0.03%,1.0962,1.1084,0.00399,22.537444505260115,7.498631636564065
09/10/2003,1.1212,1.1227,1.1239,1.1161,-0.14%,1.096,1.107,0.00429,20.752805394748066,168.586133211673
09/09/2003,1.1228,1.1069,1.1243,1.1053,1.44%,1.0957,1.1056,0.00589,14.109424112439712,0.5288342709608324
09/08/2003,1.1069,1.1098,1.1132,1.1048,-0.34%,1.0955,1.1037,0.00444,26.362373773391436,95.03803711106823
09/05/2003,1.1107,1.0941,1.114,1.0915,1.48%,1.0953,1.1034,0.00621,18.241114788206982,0.0
09/04/2003,1.0945,1.084,1.0949,1.0808,0.91%,1.0952,1.1026,0.00796,18.17971014492738,0.0
09/03/2003,1.0846,1.0806,1.0875,1.0763,0.33%,1.0952,1.1035,0.00186,17.02123050179831,62.415698502556836
09/02/2003,1.081,1.0968,1.0968,1.0804,-1.44%,1.0953,1.1055,0.00174,12.427605114902269,0.0
09/01/2003,1.0968,1.0987,1.1018,1.0953,-0.11%,1.0954,1.1081,0.00566,15.889814814814875,48.505263157894944
08/29/2003,1.098,1.0884,1.1003,1.0872,0.87%,1.0954,1.1093,0.00446,27.562499999999734,0.0
08/28/2003,1.0885,1.0874,1.0914,1.0809,0.05%,1.0954,1.1104,0.00576,22.574401073734997,0.0
08/27/2003,1.088,1.0865,1.0936,1.0833,0.22%,1.0955,1.1127,0.00526,25.711938449501023,0.026669100867236267
08/26/2003,1.0856,1.0858,1.0912,1.0792,-0.07%,1.0956,1.1153,0.00286,23.8108687715296,0.0
08/25/2003,1.0864,1.0871,1.0922,1.0848,-0.21%,1.0957,1.1185,0.00366,20.6285714285718,0.0
08/22/2003,1.0887,1.0925,1.095,1.0836,-0.34%,1.0957,1.1219,0.00596,26.71473335158675,0.0
08/21/2003,1.0924,1.1119,1.1122,1.0892,-1.74%,1.0958,1.1253,0.00966,14.876767259079294,0.0
08/20/2003,1.1117,1.1142,1.1149,1.108,-0.24%,1.0959,1.1288,0.00521,117.63396409345317,0.0
08/19/2003,1.1144,1.1147,1.1152,1.1055,-0.04%,1.0957,1.1306,0.00251,17.475320365601934,0.0
08/18/2003,1.1149,1.1262,1.1271,1.1125,-0.98%,1.0955,1.1323,0.00201,7.813926289365028,0.0
08/15/2003,1.1259,1.1279,1.1291,1.1241,-0.22%,1.0953,1.1342,0.0038,22.813026382370435,0.0
08/14/2003,1.1284,1.1319,1.1343,1.1227,-0.33%,1.095,1.135,0.0013,23.20635616438367,5.532944031311869
08/13/2003,1.1321,1.1277,1.1335,1.1219,0.36%,1.0947,1.1357,0.0024,11.566856298859255,14.905915070131483
08/12/2003,1.128,1.1361,1.1376,1.1278,-0.74%,1.0943,1.1361,0.0017,19.087282585518796,4.012210748626669
08/11/2003,1.1364,1.1307,1.1385,1.1263,0.50%,1.094,1.137,0.0067,12.109641631814732,8.348814105647747
08/08/2003,1.1308,1.1377,1.1381,1.1287,-0.64%,1.0935,1.137,0.0011,16.447207251058344,3.0677884468830547
08/07/2003,1.1381,1.1335,1.142,1.1319,0.41%,1.0931,1.1377,0.00696,16.20730235649292,7.31036740343595
08/06/2003,1.1335,1.1393,1.143,1.1325,-0.54%,1.0927,1.1376,0.0038,19.20702846160852,3.042492655017742
08/05/2003,1.1397,1.1355,1.1403,1.1307,0.36%,1.0923,1.1381,0.00536,14.650132940150208,0.0
08/04/2003,1.1356,1.1278,1.1379,1.1261,0.73%,1.0918,1.1379,0.0059,42.38611144036353,0.0
08/01/2003,1.1274,1.1229,1.128,1.1133,0.38%,1.0914,1.1381,0.0023,14.942641788638873,35.26706981858173
07/31/2003,1.1231,1.1357,1.1365,1.1224,-1.15%,1.091,1.1393,0.00619,14.790879221603651,0.0
07/30/2003,1.1362,1.1442,1.1453,1.1337,-0.62%,1.0907,1.141,0.0065,21.60588033759044,0.0
07/29/2003,1.1433,1.1488,1.1542,1.1431,-0.48%,1.0902,1.1415,0.00176,14.433889528193555,0.0
07/28/2003,1.1488,1.1494,1.1521,1.1452,-0.21%,1.0897,1.1413,0.00374,17.52657625486597,26.681349606928435
07/25/2003,1.1512,1.1472,1.1553,1.1443,0.32%,1.0891,1.1405,0.00614,21.327532631964917,0.20238843999638237
07/24/2003,1.1475,1.1484,1.1513,1.1423,-0.12%,1.0885,1.1394,0.00244,18.914741375888372,284.60123513495876
07/23/2003,1.1489,1.1329,1.1491,1.1316,1.42%,1.0879,1.1385,0.00384,11.80664268677912,0.18052538146889222
07/22/2003,1.1328,1.1345,1.1374,1.1307,-0.11%,1.0873,1.1374,0.0031,13.769706689352383,48.73416503914191
07/21/2003,1.1341,1.125,1.136,1.1245,0.63%,1.0868,1.1379,0.0044,19.64202216665593,0.0
07/18/2003,1.127,1.1212,1.1309,1.1171,0.55%,1.0863,1.1383,0.0027,20.51891638003946,0.2912720179540506
07/17/2003,1.1208,1.1221,1.1252,1.1157,-0.11%,1.0859,1.1395,0.00389,26.549438011641776,13.572979520710009
07/16/2003,1.122,1.1178,1.1235,1.1112,0.39%,1.0856,1.1414,0.00509,26.9973069745877,26.24032792925532
07/15/2003,1.1176,1.1281,1.134,1.1157,-0.93%,1.0852,1.1435,0.00069,15.417594299054116,0.0
07/14/2003,1.1281,1.129,1.1311,1.1243,-0.06%,1.0849,1.1462,0.0016,13.132112720904464,0.0
07/11/2003,1.1288,1.1381,1.1387,1.1273,-0.78%,1.0845,1.1481,0.0009,18.100649005213093,0.520670047641
07/10/2003,1.1377,1.1355,1.1394,1.131,0.25%,1.084,1.1502,0.00736,9.225975070797201,0.0
07/09/2003,1.1349,1.1316,1.1369,1.1306,0.25%,1.0835,1.1515,0.0052,25.652858140167734,0.0
07/08/2003,1.1321,1.1316,1.1355,1.1255,0.04%,1.083,1.1532,0.0024,17.401600863287257,524.6376731300182
07/07/2003,1.1317,1.1479,1.1483,1.1313,-1.53%,1.0825,1.1554,0.002,32.41496535796943,0.0
07/04/2003,1.1493,1.1502,1.1502,1.1448,-0.03%,1.082,1.1579,0.00424,26.906284658040484,0.0
07/03/2003,1.1497,1.1531,1.1542,1.1432,-0.36%,1.0813,1.1588,0.00464,13.211488350079144,0.0
07/02/2003,1.1538,1.1563,1.1572,1.1505,-0.22%,1.0806,1.1598,0.00819,20.032469335217414,5.47954728854314
07/01/2003,1.1563,1.1526,1.1613,1.1508,0.45%,1.0799,1.1604,0.00569,16.375758698196144,0.0
06/30/2003,1.1511,1.1429,1.1517,1.1397,0.65%,1.0791,1.1609,0.00604,14.00172215585083,0.0
06/27/2003,1.1437,1.142,1.1472,1.14,0.12%,1.0784,1.1619,0.00136,14.093388274531259,69.84287015622014
06/26/2003,1.1423,1.1532,1.1543,1.1414,-0.95%,1.0777,1.1638,0.00276,45.135383589809166,0.29741319646921555
06/25/2003,1.1533,1.1515,1.1626,1.1495,0.19%,1.0771,1.1661,0.00824,15.773869273600292,10.747567026686546
06/24/2003,1.1511,1.1555,1.1585,1.1477,-0.43%,1.0763,1.1674,0.00604,22.1526237444666,0.0
06/23/2003,1.1561,1.1578,1.1608,1.1506,-0.42%,1.0755,1.1692,0.00589,26.81112836820088,0.0
06/20/2003,1.161,1.1721,1.1735,1.1552,-0.95%,1.0747,1.1705,0.00099,42.529911314465146,1.23425141900054
06/19/2003,1.1721,1.1684,1.1742,1.1585,0.23%,1.0739,1.1715,0.00254,17.8347738489275,20.910240271000777
06/18/2003,1.1694,1.1782,1.1804,1.1664,-0.77%,1.0729,1.1715,0.00524,18.561255209512794,0.0
06/17/2003,1.1785,1.1823,1.1869,1.1767,-0.35%,1.0719,1.1717,0.00386,22.776602294990358,0.0
06/16/2003,1.1826,1.1877,1.1934,1.182,-0.31%,1.0708,1.171,0.00796,17.894225393840085,19.237388758268114
06/13/2003,1.1863,1.1764,1.188,1.1736,0.82%,1.0697,1.1698,0.00924,20.839715638199696,0.0
06/12/2003,1.1767,1.1755,1.181,1.1703,0.12%,1.0685,1.168,0.00206,16.69740188399048,0.0
06/11/2003,1.1753,1.167,1.1785,1.1661,0.69%,1.0675,1.1671,0.00066,11.018046562887237,2.5467705764509425
06/10/2003,1.1673,1.1719,1.1743,1.1668,-0.35%,1.0664,1.1662,0.00531,31.650292573143417,0.0021759515965943514
06/09/2003,1.1714,1.1713,1.1791,1.1659,0.12%,1.0654,1.1661,0.00324,24.693586392599023,2014.318115262093
06/06/2003,1.17,1.1842,1.1882,1.1685,-1.21%,1.0643,1.1656,0.00464,32.13837714055988,28.19812797673013
06/05/2003,1.1843,1.1643,1.1891,1.1628,1.72%,1.0632,1.1651,0.00966,13.576578425336992,4.227223476298055
06/04/2003,1.1643,1.1735,1.1752,1.1636,-0.73%,1.062,1.1631,0.00231,17.082736974262275,0.0
06/03/2003,1.1729,1.176,1.1783,1.1687,-0.31%,1.061,1.163,0.00174,24.453396167137885,8.399021312821803
06/02/2003,1.1765,1.1714,1.1771,1.1653,-0.19%,1.0599,1.1619,0.00186,24.486470421738183,25.902013508487354
05/30/2003,1.1787,1.1902,1.1918,1.1739,-0.95%,1.0587,1.1604,0.00406,30.41443468404648,18.55666169748801
05/29/2003,1.19,1.1754,1.1909,1.1692,1.14%,1.0575,1.1585,0.00554,24.373974107846482,1.7102237766766393
05/28/2003,1.1766,1.1816,1.185,1.1707,-0.39%,1.0562,1.1551,0.00196,28.58784685301509,0.0
05/27/2003,1.1812,1.1864,1.1934,1.1812,-0.53%,1.0549,1.1529,0.00656,14.200226001603104,2.928327329604796
05/26/2003,1.1875,1.1836,1.188,1.1801,0.31%,1.0537,1.1499,0.00804,20.811642505773044,0.0
05/23/2003,1.1838,1.1696,1.184,1.1667,1.21%,1.0523,1.1459,0.00916,16.350288866634205,0.0
05/22/2003,1.1697,1.1641,1.1732,1.1619,0.52%,1.051,1.142,0.00494,16.43185007647949,10.302509174935485
05/21/2003,1.1636,1.1712,1.1747,1.1633,-0.67%,1.0498,1.139,0.00161,15.487833075025527,6.8281998576171254
05/20/2003,1.1715,1.1643,1.1717,1.161,0.51%,1.0487,1.1365,0.00314,27.813478783255164,0.44944216649185303
05/19/2003,1.1655,1.1673,1.1741,1.1623,0.54%,1.0474,1.1328,0.00351,23.1407156926086,259.4722169180811
05/16/2003,1.1592,1.1376,1.1595,1.137,1.84%,1.0463,1.1293,0.00279,12.283934611788176,4.2617732326609605
05/15/2003,1.1383,1.1479,1.1489,1.1377,-0.90%,1.0451,1.1262,0.00676,9.702579068620519,0.0
05/14/2003,1.1486,1.1536,1.1538,1.1467,-0.31%,1.0442,1.1249,0.00354,23.931566871919667,0.0
05/13/2003,1.1522,1.1562,1.1569,1.1463,-0.35%,1.0431,1.1224,0.00714,26.648790955952137,2.4050335538300867
05/12/2003,1.1563,1.1532,1.1626,1.1524,0.66%,1.042,1.1193,0.00569,20.38046238003791,0.0
05/09/2003,1.1487,1.148,1.1538,1.1437,0.06%,1.0409,1.1154,0.00364,26.443941510182125,0.0
05/08/2003,1.148,1.1356,1.1512,1.1309,1.08%,1.0398,1.1119,0.00294,14.860282329548758,5.416844120147169
05/07/2003,1.1357,1.1439,1.144,1.1329,-0.73%,1.0387,1.1081,0.006,19.518385845815807,27.46544108841462
05/06/2003,1.1441,1.1291,1.1456,1.1277,1.32%,1.0377,1.1051,0.00096,12.999528177325185,0.0
05/05/2003,1.1292,1.1228,1.1305,1.1205,0.54%,1.0367,1.101,0.0005,16.81853309136093,0.09990354007907573
05/02/2003,1.1231,1.1239,1.1274,1.1189,-0.02%,1.0357,1.0981,0.00619,23.54399510640865,31.274138263978166
05/01/2003,1.1233,1.1183,1.129,1.1151,0.45%,1.0349,1.0955,0.00639,13.938426799436291,0.0
04/30/2003,1.1183,1.1075,1.1189,1.1063,0.97%,1.034,1.0925,0.00139,23.807833176934935,0.0
04/29/2003,1.1076,1.0987,1.1088,1.0933,0.82%,1.0331,1.0898,0.00514,18.0144522956803,2.9204917239375594
04/28/2003,1.0986,1.1037,1.1081,1.0977,-0.44%,1.0324,1.0879,0.00386,42.104719470119335,0.001962113787785165
04/25/2003,1.1034,1.1033,1.1054,1.096,0.01%,1.0317,1.0868,0.00094,12.51990866795316,0.0
04/24/2003,1.1033,1.0957,1.105,1.0945,0.63%,1.031,1.0851,0.00084,20.13270749618933,0.08415335137064811
04/23/2003,1.0964,1.0972,1.0985,1.092,-0.07%,1.0303,1.0831,0.00606,19.86472026625523,145.89905852665663
04/22/2003,1.0972,1.0864,1.1005,1.0848,0.91%,1.0296,1.0817,0.00526,21.52573599240198,0.4894818016345696
04/21/2003,1.0873,1.0896,1.0909,1.0821,-0.01%,1.0289,1.0801,0.00456,6.020016808356376,0.0
04/18/2003,1.0874,1.0885,1.09,1.0868,0.01%,1.0283,1.0794,0.00466,23.322098192578796,0.0
04/17/2003,1.0873,1.0909,1.0966,1.0867,-0.36%,1.0277,1.0785,0.00456,16.110233450098967,33.63073421772352
04/16/2003,1.0912,1.0802,1.0922,1.0783,1.07%,1.0271,1.0776,0.00846,16.174749393477626,0.0
04/15/2003,1.0797,1.0773,1.0822,1.0733,0.22%,1.0265,1.0762,0.00304,16.550555116986104,0.0
04/14/2003,1.0773,1.0748,1.0813,1.0715,0.24%,1.026,1.0758,0.00544,22.415481759955735,7.051873684210615
04/11/2003,1.0747,1.0789,1.0789,1.0692,-0.39%,1.0254,1.0756,0.00804,18.138083014024346,0.6883636583168785
04/10/2003,1.0789,1.0772,1.0833,1.0758,0.14%,1.025,1.0757,0.00384,18.733347506371114,0.0
04/09/2003,1.0774,1.0718,1.0785,1.0673,0.57%,1.0244,1.0754,0.00534,19.60956657555599,0.0
04/08/2003,1.0713,1.069,1.0726,1.0642,0.18%,1.0239,1.0752,0.01144,58.45424525274396,0.0
04/07/2003,1.0694,1.0668,1.0703,1.056,-0.34%,1.0234,1.0756,0.01334,18.577492980055872,3.459847266277162
04/04/2003,1.073,1.076,1.0768,1.0684,-0.25%,1.0229,1.0762,0.00974,33.96230716590189,0.0
04/03/2003,1.0757,1.077,1.0792,1.0683,-0.10%,1.0224,1.0766,0.00704,25.676325856372753,0.0
04/02/2003,1.0768,1.0913,1.0955,1.0751,-1.32%,1.0219,1.0767,0.00594,24.108264305819397,0.0
04/01/2003,1.0912,1.0923,1.0929,1.0865,-0.11%,1.0213,1.0767,0.00846,16.732071009632207,144.42619477847634
03/31/2003,1.0924,1.0798,1.0929,1.0781,1.32%,1.0206,1.0751,0.00966,17.13767210283012,0.0
03/28/2003,1.0782,1.0696,1.0804,1.0668,0.83%,1.0199,1.0733,0.00454,28.03086835138682,0.0
03/27/2003,1.0693,1.0692,1.0747,1.0674,0.07%,1.0193,1.0728,0.01344,13.84208078208188,0.0
03/26/2003,1.0686,1.0654,1.0705,1.0621,0.34%,1.0188,1.0732,0.01414,45.49871210712347,0.0
03/25/2003,1.065,1.0638,1.0724,1.0631,0.11%,1.0183,1.0737,0.01067,17.360337790269146,0.0
03/24/2003,1.0638,1.0606,1.0677,1.0566,0.99%,1.0179,1.0746,0.00947,16.389223025490526,19.99017585224428
03/21/2003,1.0534,1.0614,1.0619,1.0501,-0.84%,1.0174,1.0757,0.00093,21.459337527029465,4.963200560251575
03/20/2003,1.0623,1.056,1.0672,1.0533,0.62%,1.017,1.0781,0.00797,13.119837758112592,9.407409592482937
03/19/2003,1.0558,1.0635,1.0656,1.0551,-0.71%,1.0166,1.0797,0.00147,37.80058177117074,0.2195668781346099
03/18/2003,1.0633,1.062,1.0655,1.054,0.05%,1.0162,1.0822,0.00897,36.522561530237326,157.2226038181629
03/17/2003,1.0628,1.0771,1.0846,1.0586,-1.05%,1.0157,1.0842,0.00847,21.58257047284496,0.0
03/14/2003,1.0741,1.0783,1.0823,1.069,-0.50%,1.0152,1.0865,0.00864,21.118277696258374,0.0
03/13/2003,1.0795,1.0995,1.0998,1.0791,-1.92%,1.0147,1.0878,0.00324,12.010202712434575,0.0
03/12/2003,1.1006,1.1042,1.1058,1.0979,-0.34%,1.014,1.0886,0.00186,16.023733446041152,0.0
03/11/2003,1.1044,1.1058,1.1086,1.1004,-0.10%,1.0131,1.0874,0.00194,8.276954252236939,16.471762764923607
03/10/2003,1.1055,1.1007,1.1069,1.1004,0.43%,1.0122,1.0856,0.00304,25.237064244785046,0.0
03/07/2003,1.1008,1.0974,1.1069,1.0966,0.35%,1.0113,1.0835,0.00166,17.584336991990345,0.0
03/06/2003,1.097,1.0958,1.1014,1.0926,0.11%,1.0104,1.0817,0.00546,20.154032066508076,0.0
03/05/2003,1.0958,1.0889,1.1006,1.0883,0.62%,1.0095,1.0801,0.00666,21.336516427275356,0.013031849602684399
03/04/2003,1.0891,1.0894,1.0938,1.0876,-0.06%,1.0086,1.0784,0.00636,14.492130900066092,488.42043096046086
03/03/2003,1.0898,1.0777,1.0901,1.0767,0.93%,1.0078,1.0773,0.00706,9.367430045644118,0.0
02/28/2003,1.0798,1.0745,1.081,1.0732,0.46%,1.007,1.076,0.00294,22.996768999978972,1.9307324202282945
02/27/2003,1.0749,1.0781,1.0838,1.0734,-0.32%,1.0063,1.0756,0.00784,13.388936735602961,1.9544836281425615
02/26/2003,1.0784,1.0759,1.0813,1.0728,0.24%,1.0056,1.0756,0.00434,12.44318409499426,5.472188146379838
02/25/2003,1.0758,1.0795,1.0823,1.0741,-0.37%,1.0049,1.0753,0.00694,12.355507396473357,13.635170636853488
02/24/2003,1.0798,1.0727,1.0808,1.0708,0.28%,1.0041,1.0753,0.00294,14.618160170167716,3.5186720362009822
02/21/2003,1.0768,1.0818,1.085,1.0751,-0.44%,1.0034,1.0748,0.00594,12.186222249756641,9.52959178792059
02/20/2003,1.0816,1.0747,1.0837,1.0742,0.66%,1.0026,1.0746,0.00114,12.977945652990492,0.0
02/19/2003,1.0745,1.0685,1.0768,1.0668,0.51%,1.0019,1.0739,0.00824,13.3791043955263,2.158275276973805
02/18/2003,1.069,1.0726,1.0758,1.0677,-0.39%,1.0011,1.0738,0.01374,23.028857193257732,0.0
02/17/2003,1.0732,1.0764,1.0779,1.0675,-0.55%,1.0004,1.0743,0.00954,13.661165211334485,0.0
02/14/2003,1.0791,1.0828,1.0853,1.0761,-0.32%,0.9997,1.0744,0.00364,20.116147424872768,38.303600539621115
02/13/2003,1.0826,1.0707,1.086,1.0702,0.97%,0.9989,1.0739,0.00014,14.415718199109186,0.16457397254628714
02/12/2003,1.0722,1.0736,1.0772,1.0703,-0.13%,0.9981,1.073,0.01054,30.93689798495853,0.11437731690221027
02/11/2003,1.0736,1.0732,1.0765,1.0664,-0.01%,0.9973,1.0731,0.00914,12.338586270843088,159.8876967812387
02/10/2003,1.0737,1.0817,1.0832,1.0726,-0.81%,0.9966,1.0731,0.00904,80.73142016188245,0.0
02/07/2003,1.0825,1.0837,1.084,1.073,0.01%,0.9958,1.073,0.00024,17.376084637444414,15.422259322486417
02/06/2003,1.0824,1.0781,1.0866,1.0763,0.34%,0.9949,1.072,0.00034,27.086659066502488,24.17346139731244
02/05/2003,1.0787,1.0889,1.094,1.0737,-0.87%,0.994,1.0709,0.00404,18.297973263308457,8.486236240975431
02/04/2003,1.0882,1.0789,1.0911,1.0764,0.96%,0.9932,1.0701,0.00546,72.93764886946315,0.05263512313840442
02/03/2003,1.0779,1.0786,1.0793,1.0692,0.09%,0.9922,1.0682,0.00484,19.412654526199592,0.0
01/31/2003,1.0769,1.0818,1.0836,1.0722,-0.50%,0.9914,1.0672,0.00584,55.74656122654981,0.0
01/30/2003,1.0823,1.084,1.0848,1.073,-0.12%,0.9905,1.0661,0.00044,32.00422682147212,0.1471924458829114
01/29/2003,1.0836,1.0831,1.0902,1.0809,0.13%,0.9896,1.0644,0.00086,16.957118027485745,21.75799110751872
01/28/2003,1.0822,1.0855,1.0857,1.078,-0.31%,0.9886,1.0624,0.00054,23.4593656415532,0.9827120077978135
01/27/2003,1.0856,1.0838,1.0909,1.078,0.32%,0.9877,1.0603,0.00286,16.963295856103365,0.0
01/24/2003,1.0821,1.0747,1.0857,1.0739,0.59%,0.9867,1.0577,0.00064,14.81613352322749,0.0
01/23/2003,1.0758,1.0742,1.078,1.0705,0.28%,0.9858,1.0551,0.00694,24.875631019296666,0.024977175897741805
01/22/2003,1.0728,1.073,1.0745,1.068,0.04%,0.9849,1.0529,0.00994,18.786003405521615,120.15970149255678
01/21/2003,1.0724,1.0675,1.0736,1.0629,0.41%,0.984,1.0509,0.01034,9.931575457317678,0.0
01/20/2003,1.068,1.0656,1.0696,1.0633,0.10%,0.9831,1.0486,0.01367,9.226620800621255,0.0
01/17/2003,1.0669,1.0614,1.068,1.0602,0.47%,0.9822,1.0465,0.01257,10.425385954497118,0.0
01/16/2003,1.0619,1.0558,1.0629,1.0543,0.64%,0.9814,1.0444,0.00757,19.252044389276527,0.006552031724500529
01/15/2003,1.0551,1.0553,1.0595,1.0503,-0.01%,0.9806,1.0426,0.00077,25.602625043493127,9.807995105036651
01/14/2003,1.0552,1.0538,1.0601,1.0535,0.09%,0.9798,1.0412,0.00087,8.378074310371911,10.306916863501113
01/13/2003,1.0542,1.058,1.0585,1.0525,-0.32%,0.9791,1.0398,0.00013,13.235805842100026,20.861768595219495
01/10/2003,1.0576,1.0487,1.0587,1.0472,0.86%,0.9783,1.0382,0.00327,18.730385070311147,0.09093681196574714
01/09/2003,1.0486,1.0495,1.0541,1.046,-0.10%,0.9775,1.0362,0.00573,25.081148071611032,80.3352657004754
01/08/2003,1.0497,1.0412,1.0537,1.036,0.78%,0.9768,1.0349,0.00463,10.538315850815687,2.596961145637482
01/07/2003,1.0416,1.0463,1.0468,1.0394,-0.51%,0.9761,1.0333,0.00568,12.516472045524688,5.757317331019691
01/06/2003,1.0469,1.0417,1.0497,1.0414,0.44%,0.9754,1.0325,0.00743,13.179071487711566,0.0
